q,e,i,om,w,ma,a
1.0656212,0.2741,2.58,256.43,335.77,157.03,1.468
1.0311787,0.4151,7.79,192.8,33.78,349.27,1.763
0.9834405,0.1411,7.47,194.84,309.65,263.23,1.145
1.1349855999999998,0.4848,4.75,134.92,20.89,13.67,2.203
1.0505225,0.3075,9.35,29.41,201.74,342.2,1.517
1.0023118,0.3309,0.48,228.05,310.56,159.34,1.498
0.80431406,0.1266,3.36,197.28,144.29,231.1,0.9209
0.9929184,0.2968,9.21,198.07,327.57,248.32,1.412
0.8920648,0.4104,4.55,218.02,54.17,326.89,1.513
0.33727949999999995,0.7831,1.87,174.29,148.07,334.45,1.555
0.9073349999999999,0.2245,13.31,197.19,288.94,230.85,1.17
0.8491171000000001,0.3533,7.52,178.36,104.19,314.13,1.313
0.9466855999999999,0.5238,3.24,155.11,96.16,344.41,1.988
0.9109104,0.1749,1.25,211.52,63.92,237.6,1.104
1.246828,0.4728,9.22,35.85,208.35,61.32,2.365
1.1611296,0.5194,3.26,210.26,340.83,1.58,2.416
1.165092,0.526,23.02,35.48,177.85,50.94,2.458
0.958356,0.6197,7.22,186.18,336.19,44.87,2.52
1.0439634,0.5661,9.0,198.54,7.34,65.81,2.406
1.0800880000000002,0.1455,34.2,24.72,243.19,308.51,1.264
1.0607388,0.4084,24.67,200.77,9.69,356.45,1.793
1.21992,0.49,12.63,36.49,192.42,62.7,2.392
1.2531455999999999,0.4708,21.43,49.14,103.74,94.1,2.368
0.7533279999999999,0.6176,7.2,169.74,304.03,22.92,1.97
0.80115843,0.1487,4.63,25.09,48.76,57.5,0.9411
1.002456,0.454,11.89,202.72,334.02,288.64,1.836
0.5937406,0.6047,7.63,192.63,113.38,321.37,1.502
0.8141120000000001,0.588,6.6,23.0,118.05,227.42,1.976
0.8021103999999999,0.3704,7.76,202.63,282.89,64.8,1.274
0.9358631999999999,0.6487,2.95,49.9,102.46,10.33,2.664
1.221183,0.163,33.53,197.89,269.95,260.61,1.459
1.1413796,0.5538,25.72,211.77,291.44,50.84,2.558
1.1584308,0.1457,7.82,212.81,218.26,46.34,1.356
1.116864,0.5845,18.91,219.96,269.44,22.01,2.688
1.1202875,0.5283,13.6,203.22,272.56,104.91,2.375
0.9604307999999999,0.2023,23.59,19.26,12.37,292.13,1.204
0.4762199,0.5363,23.36,176.14,156.73,8.49,1.027
0.6681918,0.4441,2.74,316.88,132.73,54.6,1.202
1.20609,0.19,4.89,115.81,138.44,116.81,1.489
1.0243368,0.3946,15.56,141.75,308.63,69.0,1.692
1.2764642000000002,0.4038,21.6,205.42,297.24,26.02,2.141
0.3918284,0.6132,10.67,180.66,216.56,265.15,1.013
0.8028525,0.165,7.38,38.6,319.52,99.98,0.9615
1.1320715999999997,0.3884,7.23,55.49,103.71,17.82,1.851
1.0117699999999998,0.5601,3.56,196.48,343.98,101.27,2.3
0.8279858000000002,0.6002,6.37,20.65,238.71,160.15,2.071
0.5229166,0.7178,7.8,236.06,186.88,318.8,1.853
1.1140842,0.1723,23.9,202.22,332.27,17.45,1.346
0.4570719999999999,0.7305,8.58,31.4,54.14,26.04,1.696
0.7865135999999999,0.3052,8.13,200.48,90.95,184.5,1.132
1.0052512,0.5616,3.72,195.85,342.22,103.82,2.293
0.7633566,0.5407,17.55,24.13,105.09,23.01,1.662
1.064486,0.1605,17.02,24.74,160.96,12.56,1.268
0.8733567999999998,0.6156,0.97,49.27,206.29,93.66,2.272
1.050643,0.5402,6.17,43.26,134.96,8.04,2.285
0.5673018999999999,0.3405,5.92,19.5,46.54,295.79,0.8602
0.9953568,0.1868,21.0,202.01,48.76,329.16,1.224
1.0844268,0.4567,11.35,41.36,195.53,351.0,1.996
1.288115,0.513,10.03,118.73,134.53,357.09,2.645
1.1335905999999998,0.4349,33.3,209.15,33.85,185.88,2.006
0.86037,0.4939,0.33,197.22,298.51,19.3,1.7
1.0165175999999998,0.4771,9.38,180.54,334.06,14.73,1.944
1.1350352000000001,0.4878,10.05,107.75,168.54,97.0,2.216
1.015339,0.4605,4.7,20.63,194.79,355.07,1.882
1.2856424999999998,0.6145,19.61,310.71,359.6,214.94,3.335
1.1998132000000001,0.5508,35.32,215.55,6.36,1.31,2.671
0.9999152,0.4448,51.52,205.13,321.32,309.49,1.801
0.8615656,0.2139,20.34,210.09,281.27,355.5,1.096
0.8109010000000001,0.3635,13.6,47.55,244.95,316.15,1.274
1.1373318000000001,0.4863,19.97,314.55,287.72,104.46,2.214
0.97623774,0.0097,5.76,201.52,195.1,342.72,0.9858
0.6786908999999999,0.6357,34.75,207.39,81.71,236.8,1.863
1.0592972,0.4917,8.27,24.06,176.09,169.12,2.084
1.0227504,0.4012,3.61,28.24,190.02,344.88,1.708
0.4995852,0.3478,10.99,35.48,14.55,347.26,0.766
1.0562201999999998,0.5069,7.92,66.1,147.95,144.29,2.142
0.5766317200000001,0.2867,9.75,37.26,18.95,154.72,0.8084
1.0101052,0.5867,2.56,192.22,337.97,9.41,2.444
1.0545384,0.4964,7.51,35.58,216.68,348.1,2.094
0.7856198,0.6066,7.43,191.9,312.36,17.01,1.997
0.8403024,0.3256,0.65,32.19,110.06,95.42,1.246
0.78075546,0.2154,19.55,36.16,289.3,62.38,0.9951
1.03138,0.258,9.68,39.49,157.96,11.35,1.39
1.0289295,0.1045,23.41,216.08,325.16,28.44,1.149
0.6423324,0.3316,31.33,335.9,93.48,31.42,0.961
1.2499259999999999,0.4919,2.65,175.71,60.5,41.66,2.46
0.35115405000000005,0.5133,13.56,32.03,15.91,196.68,0.7215
1.08816,0.0932,21.71,213.8,35.05,331.0,1.2
1.0609874,0.2718,12.36,30.49,164.74,186.76,1.457
0.9628711999999999,0.4692,4.37,155.86,108.09,269.47,1.814
1.0182834,0.3547,2.82,28.27,197.56,69.82,1.578
1.0079367,0.4471,9.43,42.56,163.15,283.8,1.823
0.4061694,0.6087,3.25,216.92,127.74,353.08,1.038
0.8803494,0.0844,10.96,217.12,176.0,56.13,0.9615
0.8416405,0.4517,10.27,214.92,76.3,329.31,1.535
0.4169230000000001,0.831,5.98,216.82,250.83,14.47,2.467
1.031535,0.595,27.31,36.99,245.73,12.09,2.547
0.44614692,0.4354,7.78,34.75,337.85,318.91,0.7902
0.9830441999999999,0.1006,16.12,43.09,107.3,355.53,1.093
1.0645654,0.3789,14.33,52.67,196.93,327.63,1.714
1.0514160000000001,0.2269,9.6,204.55,8.47,276.85,1.36
0.9665250000000001,0.3875,6.02,191.25,69.99,336.44,1.578
0.8947221000000002,0.2767,18.96,213.13,296.79,106.03,1.237
0.9861684000000001,0.3821,3.84,34.34,153.63,76.78,1.596
0.7490028,0.6542,7.8,45.08,265.57,109.46,2.166
0.9388092,0.3876,33.86,211.47,150.75,350.94,1.533
0.5852017,0.5817,26.13,42.98,278.67,193.93,1.399
0.8707860000000001,0.3089,38.0,56.18,271.55,319.5,1.26
1.031025,0.2625,26.65,39.35,211.62,211.87,1.398
1.0231549999999998,0.4575,9.29,37.84,182.48,246.42,1.886
0.6678131199999999,0.2213,7.26,217.02,209.0,320.27,0.8576
1.0166442,0.5138,3.64,221.92,1.61,161.35,2.091
0.5724418,0.6818,0.61,247.14,236.34,22.63,1.799
0.8017880000000001,0.2744,19.49,219.79,96.96,206.37,1.105
0.3145505999999999,0.8726,21.88,40.3,61.31,10.86,2.469
0.7399392,0.3532,2.03,211.98,275.42,258.32,1.144
0.7267695000000002,0.6335,13.57,219.61,286.59,219.53,1.983
1.008855,0.523,6.37,223.61,31.8,350.34,2.115
0.9748903999999999,0.3884,2.62,44.46,215.4,45.53,1.594
1.276704,0.5164,4.0,239.62,332.7,0.39,2.64
1.0991652000000003,0.2628,5.36,235.31,5.41,129.98,1.491
0.4502988,0.7753,19.92,54.17,288.79,171.26,2.004
1.2081720000000002,0.5458,1.45,326.11,263.29,357.85,2.66
1.0655667999999998,0.2367,18.19,220.66,3.08,231.52,1.396
1.1527683000000002,0.4487,0.84,232.79,342.82,163.04,2.091
0.9806436,0.2254,1.58,269.06,58.26,304.8,1.266
0.909084,0.3113,3.32,221.95,69.57,276.84,1.32
0.7429717,0.5847,14.84,40.77,325.24,213.44,1.789
0.45090399999999997,0.7488,5.18,295.83,163.6,313.2,1.795
0.9663807999999999,0.5856,5.48,1.02,176.21,89.51,2.332
0.6042672,0.7106,24.23,217.77,264.35,178.62,2.088
1.0955325,0.4453,3.92,244.83,341.13,202.37,1.975
0.49880159999999996,0.5864,5.08,218.17,248.16,48.86,1.206
1.027752,0.313,1.38,54.55,147.66,9.95,1.496
1.0681814,0.5138,0.81,272.27,319.76,120.15,2.197
0.8269663999999999,0.3824,4.45,32.46,273.38,250.12,1.339
1.0522512000000002,0.4379,1.49,63.93,155.15,254.18,1.872
1.1397789,0.2863,3.51,22.68,181.87,9.75,1.597
1.013496,0.516,6.69,226.17,338.79,164.61,2.094
0.5117193999999999,0.378,32.9,42.44,32.56,60.27,0.8227
0.9845745,0.2787,16.53,219.18,331.31,283.06,1.365
0.6052032,0.3996,17.01,221.59,246.33,180.12,1.008
0.9391914,0.1747,9.68,222.01,298.9,259.03,1.138
0.926211,0.5809,4.09,228.96,303.52,11.89,2.21
0.7113472,0.3992,12.33,34.11,312.18,63.26,1.184
0.4606389,0.5707,8.92,221.38,233.72,61.02,1.073
1.1511059999999997,0.2938,31.65,42.45,138.4,22.52,1.63
0.7907824,0.2232,3.63,230.38,103.69,1.59,1.018
0.9543936000000001,0.5614,7.38,227.31,35.99,118.74,2.176
0.9809505000000001,0.5707,27.57,226.37,68.2,70.49,2.285
1.068681,0.2946,7.39,239.26,298.14,145.08,1.515
0.7082624999999999,0.4445,8.31,40.65,90.66,52.49,1.275
1.2289428,0.3559,29.31,225.4,72.22,198.2,1.908
0.9899903999999999,0.3504,27.15,46.14,149.47,127.2,1.524
0.4610502,0.7682,5.21,134.48,196.08,342.85,1.989
0.7914738,0.3002,27.38,52.41,83.37,56.58,1.131
1.0987713000000001,0.1879,15.42,128.02,162.91,227.36,1.353
1.0356384,0.4444,4.95,68.88,201.32,239.0,1.864
0.7923564,0.2724,0.98,226.4,268.12,359.2,1.089
0.5412792,0.6172,13.78,223.7,257.49,244.13,1.414
0.6600034,0.5423,7.73,136.27,195.97,141.97,1.442
1.0885103999999999,0.4672,3.57,50.66,169.68,1.78,2.043
0.9538,0.498,5.9,48.73,213.1,226.83,1.9
0.9854580000000001,0.5561,10.12,50.99,205.59,352.74,2.22
0.9678576,0.4084,7.18,60.88,210.18,9.76,1.636
0.9047807999999999,0.4456,32.96,49.82,234.07,338.28,1.632
1.014208,0.264,10.07,50.52,159.55,10.0,1.378
1.0476856,0.3188,18.45,55.5,175.75,358.86,1.538
1.0679649999999998,0.165,14.57,65.88,194.87,338.19,1.279
1.22153,0.53,1.7,122.0,119.37,355.36,2.599
1.2623448000000002,0.5629,8.2,153.62,143.52,301.87,2.888
1.099014,0.5205,11.88,31.78,263.93,60.41,2.292
0.6321954,0.6187,9.61,157.12,175.06,321.84,1.658
1.125826,0.311,6.52,61.45,132.84,14.37,1.634
1.1250943,0.1547,17.11,50.38,164.28,6.73,1.331
1.137414,0.4185,3.69,56.42,162.73,3.6,1.956
0.9495135999999998,0.5744,4.15,57.08,126.61,10.5,2.231
0.9775920000000001,0.5952,10.02,58.31,226.47,347.13,2.415
1.2277464,0.1129,20.03,218.39,31.08,343.2,1.384
0.5179894,0.458,20.27,223.82,234.76,76.84,0.9557
1.1254194,0.2818,34.44,51.18,214.72,337.18,1.567
0.5457426000000001,0.5486,21.06,58.39,33.71,165.81,1.209
1.0903012,0.3594,5.09,102.64,136.13,339.96,1.702
1.1044215,0.5505,8.93,128.51,143.36,36.1,2.457
0.8844377999999999,0.5978,5.36,61.07,221.0,347.99,2.199
0.35800379999999987,0.8383,5.05,166.92,297.0,16.41,2.214
1.221117,0.509,16.17,31.6,226.29,28.3,2.487
1.1463858,0.5082,16.41,63.1,191.21,71.68,2.331
0.3646064,0.7482,9.95,47.83,302.91,330.76,1.448
1.2043852,0.4692,9.79,126.57,151.12,81.5,2.269
1.1667331,0.3449,12.95,220.52,334.51,15.61,1.781
0.8654256,0.1927,2.57,190.42,309.22,35.58,1.072
0.8335497000000002,0.4279,7.6,226.64,295.91,27.71,1.457
0.893893,0.4566,8.11,50.65,233.58,0.76,1.645
0.9012756,0.2156,15.53,226.13,291.21,239.74,1.149
0.9251976,0.2072,5.02,216.59,303.68,209.17,1.167
1.1137658999999998,0.5489,11.41,181.91,101.48,28.88,2.469
1.2485200000000003,0.4904,8.95,70.76,146.99,4.22,2.45
1.0658466,0.3682,11.06,228.08,22.95,351.18,1.687
1.1008809000000002,0.5131,8.11,61.53,183.14,356.26,2.261
1.1320823999999998,0.5026,7.15,165.59,32.84,7.93,2.276
1.132448,0.5885,9.56,212.7,83.02,326.05,2.752
0.9283989,0.6181,12.0,71.55,254.2,25.97,2.431
0.09106920000000011,0.9631,24.16,61.76,2.5,15.01,2.468
0.26462289999999994,0.8403,17.14,48.26,319.95,330.18,1.657
1.1335396,0.2508,18.4,75.53,72.26,175.27,1.513
0.7014267999999999,0.3236,10.89,49.86,335.91,256.0,1.037
1.2152057999999997,0.5227,4.02,106.28,117.41,4.06,2.546
0.9991505999999999,0.2853,17.1,60.61,218.79,333.63,1.398
0.70080657,0.2919,0.85,57.26,288.16,63.95,0.9897
1.1256599,0.4517,6.71,40.79,252.28,142.01,2.053
1.2124978,0.2282,17.63,77.84,136.94,85.4,1.571
0.9958648,0.5636,28.24,242.93,23.86,87.96,2.282
1.0492404,0.2164,6.77,204.58,349.55,22.89,1.339
1.0717145999999997,0.4731,8.18,139.33,150.83,157.87,2.034
0.41816839999999994,0.7274,14.54,89.23,18.11,34.5,1.534
1.012886,0.5924,7.5,57.12,160.34,3.26,2.485
0.8136210000000001,0.6567,22.1,230.41,63.25,349.21,2.37
1.0225704,0.5172,9.05,239.61,48.23,128.51,2.118
0.8041440000000001,0.2385,4.46,233.5,97.75,287.5,1.056
0.5827794000000001,0.7186,0.98,29.52,107.07,19.15,2.071
1.2206681999999998,0.4958,9.5,79.2,197.85,39.42,2.421
0.5219917999999999,0.6821,4.14,74.88,260.86,336.32,1.642
0.5284149,0.7411,1.88,79.26,49.37,21.47,2.041
0.8887875000000002,0.6575,2.69,73.03,222.57,348.37,2.595
1.0206678,0.3989,6.6,180.03,97.15,326.11,1.698
1.0318568000000001,0.5112,0.38,113.02,141.11,141.93,2.111
0.9656883999999999,0.6578,7.67,202.88,346.16,334.34,2.822
0.69818855,0.2007,5.75,254.46,188.7,246.47,0.8735
0.8215129999999999,0.5006,6.45,68.75,245.02,333.52,1.645
1.0380468,0.1978,17.8,65.51,193.91,320.89,1.294
1.027992,0.578,1.97,38.21,238.35,39.45,2.436
0.8319399,0.6271,35.39,93.96,220.8,343.54,2.231
0.9222330000000001,0.4543,19.02,64.43,224.19,342.97,1.69
0.9014249999999999,0.495,1.33,162.91,32.16,304.69,1.785
0.8513544,0.3703,4.62,72.07,238.4,232.72,1.352
1.1965533,0.5483,23.99,227.72,89.63,337.13,2.649
0.798515,0.4493,2.94,174.36,352.33,34.67,1.45
0.7003136000000001,0.6416,5.21,234.97,96.3,186.14,1.954
0.9376164,0.6151,1.07,72.82,210.63,39.52,2.436
1.040625,0.375,6.3,236.97,24.12,352.87,1.665
1.0224145,0.3467,4.24,238.66,20.42,63.54,1.565
0.7281144,0.2221,8.46,240.04,235.1,16.37,0.936
1.0361925,0.4645,13.14,241.74,7.09,213.52,1.935
0.976005,0.2065,7.25,69.55,227.76,19.28,1.23
0.44782220000000006,0.7494,20.34,122.44,346.53,29.87,1.787
1.2615858,0.1711,14.58,239.22,18.02,93.79,1.522
1.061208,0.3064,18.35,78.97,115.74,123.35,1.53
0.6642239999999999,0.5116,21.29,67.87,275.52,320.25,1.36
0.8346526999999999,0.4349,8.08,81.98,87.06,174.41,1.477
0.9945705,0.1705,21.03,231.66,74.53,314.77,1.199
0.9677037999999999,0.5261,3.01,93.5,113.54,181.35,2.042
0.9618095000000001,0.2849,14.54,67.18,225.73,331.84,1.345
0.9402538,0.1302,2.53,72.82,90.37,2.36,1.081
0.79509,0.2205,19.67,68.39,281.23,343.29,1.02
1.0561200000000002,0.323,15.06,104.38,221.2,28.02,1.56
1.0289895,0.0265,3.14,61.67,252.42,276.77,1.057
1.195506,0.493,25.17,229.36,14.57,63.51,2.358
1.0365807999999999,0.3321,1.58,72.36,178.28,77.45,1.552
0.9424709999999998,0.0894,4.3,92.07,19.54,153.41,1.035
0.7115706799999999,0.1851,2.73,231.82,213.08,248.48,0.8732
1.1493767999999998,0.4696,8.66,44.94,244.42,109.26,2.167
0.6494544,0.3936,20.98,237.76,146.2,195.1,1.071
0.9984356,0.0948,5.77,71.32,226.86,210.6,1.103
0.8586164000000001,0.6012,10.54,226.04,99.12,339.67,2.153
0.9379179,0.1963,9.75,151.76,347.35,234.28,1.167
1.0098809999999998,0.4915,4.45,134.5,132.06,182.89,1.986
0.9864881999999998,0.4107,19.86,98.34,214.49,321.48,1.674
1.0916004,0.4588,8.22,255.5,41.49,157.61,2.017
1.034805,0.255,10.08,73.75,209.84,202.7,1.389
1.048344,0.373,29.64,58.53,211.94,333.35,1.672
1.1080668,0.2508,4.09,234.18,28.16,130.68,1.479
0.9846522000000001,0.1774,4.79,74.42,125.82,133.48,1.197
0.9331347999999999,0.2772,8.68,217.6,296.73,37.21,1.291
1.0380964,0.2796,11.29,256.96,300.45,200.66,1.441
1.1572491,0.5263,7.5,221.99,84.24,26.91,2.443
0.7808015999999999,0.6539,3.25,74.02,241.96,345.8,2.256
1.0271591999999998,0.6028,10.09,78.04,186.38,7.9,2.586
1.0280358,0.4231,7.62,248.29,12.32,283.83,1.782
1.036287,0.4517,17.52,134.77,192.06,212.94,1.89
1.0498212,0.5092,6.25,354.5,306.18,114.55,2.139
0.9421536,0.1466,4.29,246.42,284.65,311.5,1.104
0.9247319999999999,0.388,26.45,212.89,160.18,30.12,1.511
0.8074619999999999,0.5278,10.32,193.33,146.16,297.37,1.71
1.1171368,0.5762,23.53,232.23,100.0,346.97,2.636
0.60378048,0.2644,0.18,357.15,58.47,116.49,0.8208
0.9464545999999999,0.3882,16.73,74.15,252.54,323.91,1.547
1.2446488000000002,0.4259,7.12,264.18,51.73,89.69,2.168
0.55407,0.6642,2.52,66.47,299.51,330.22,1.65
1.2062172,0.4972,3.74,191.28,132.08,27.28,2.399
1.1569426,0.3702,1.22,121.54,144.8,352.76,1.837
0.9911004999999999,0.3747,1.26,261.54,315.6,14.81,1.585
1.1643557999999998,0.4693,10.16,154.56,186.65,69.93,2.194
1.1141120000000002,0.1296,23.58,73.04,337.81,202.4,1.28
0.674141,0.6011,4.91,246.43,238.69,29.23,1.69
1.2246984,0.4513,3.65,283.18,312.85,111.58,2.232
1.0591536,0.5792,7.66,132.97,357.38,70.7,2.517
0.6141355999999999,0.4692,42.24,255.32,133.71,61.89,1.157
1.1546946,0.4669,5.02,288.49,358.04,114.29,2.166
0.50889568,0.4616,9.12,282.74,112.73,217.19,0.9452
0.7467096,0.6844,37.34,321.55,18.61,45.7,2.366
0.798336,0.5464,33.5,74.09,251.56,335.94,1.76
1.0114254,0.1522,10.0,77.43,218.06,69.14,1.193
1.0617832,0.3368,10.22,249.18,1.6,358.86,1.601
0.8001092000000001,0.6131,21.51,240.18,88.41,341.74,2.068
0.7491316000000001,0.2769,2.69,71.05,71.14,97.79,1.036
1.1178576,0.2848,13.58,78.23,247.96,20.43,1.563
1.1192764,0.1988,24.21,247.97,302.4,41.15,1.397
0.7695273,0.6019,6.19,244.75,87.71,337.89,1.933
0.7020932999999999,0.3541,16.84,248.73,118.99,203.29,1.087
1.1104128,0.5968,29.18,251.29,346.21,340.09,2.754
0.9974904000000001,0.4783,3.92,91.91,194.18,210.88,1.912
0.9324768000000001,0.1492,4.93,81.17,47.5,7.66,1.096
1.1683033999999999,0.5802,7.66,100.38,180.93,325.17,2.783
0.4083764,0.7308,23.8,97.46,27.69,140.37,1.517
1.1062757,0.5213,15.79,65.95,174.83,81.35,2.311
1.2695652000000002,0.5033,3.83,77.14,195.43,9.95,2.556
0.8730484799999999,0.1184,5.42,74.34,63.51,224.21,0.9903
0.9813255,0.5395,7.06,66.83,232.52,345.83,2.131
1.2266709,0.4891,15.27,254.89,344.6,57.44,2.401
0.8456138,0.1814,4.59,243.79,254.98,120.06,1.033
1.2666939,0.4471,12.75,110.68,178.96,70.76,2.291
0.7213156,0.3594,18.0,248.78,103.38,123.02,1.126
1.042405,0.2811,30.17,251.07,357.08,164.0,1.45
0.6757400000000001,0.7401,2.33,285.6,55.85,351.61,2.6
1.175402,0.5082,9.79,251.3,352.0,0.5,2.39
0.9894472000000001,0.5304,1.55,247.59,41.59,132.99,2.107
0.9881828,0.5196,2.44,238.96,58.87,147.86,2.057
1.0419534000000001,0.1847,7.6,256.92,10.07,337.76,1.278
1.1914242,0.0814,19.87,91.29,343.31,137.14,1.297
0.9963029999999999,0.5233,0.72,164.83,65.75,156.56,2.09
0.6442127999999999,0.2696,13.66,249.74,164.96,263.76,0.882
0.7697379999999999,0.6236,3.6,350.72,161.66,24.12,2.045
0.9766748000000001,0.4361,5.94,73.81,139.87,329.89,1.732
0.1902227,0.8751,7.33,75.65,316.84,335.45,1.523
0.9596125,0.3021,0.98,136.92,179.26,198.59,1.375
1.005213,0.087,4.42,257.46,88.21,174.15,1.101
1.1355606,0.1513,14.7,260.86,350.04,282.37,1.338
0.16591190000000008,0.9257,9.5,220.78,223.2,115.73,2.233
0.7486773999999999,0.3351,20.46,251.4,268.15,263.11,1.126
1.0170028,0.2036,1.29,223.52,57.91,327.86,1.277
1.2725181,0.2519,35.03,69.63,255.23,279.03,1.701
1.2014775,0.4975,28.32,115.12,96.63,63.19,2.391
0.9373049999999999,0.6025,6.83,250.27,49.55,54.33,2.358
1.002167,0.4322,6.69,105.08,196.83,277.29,1.765
1.1504051,0.4571,4.2,198.28,83.26,128.68,2.119
1.068708,0.502,8.41,92.99,206.42,114.16,2.146
0.925992,0.352,2.96,90.93,223.58,149.98,1.429
0.9147928,0.5208,8.5,250.12,51.66,208.67,1.909
0.86778,0.1965,12.09,77.55,262.68,226.04,1.08
1.0122888,0.3076,2.94,269.98,68.7,95.96,1.462
0.7652232,0.5662,27.01,254.63,288.81,316.08,1.764
0.8268499999999999,0.425,2.02,254.72,293.65,199.69,1.438
1.0545,0.556,6.15,100.49,159.6,58.54,2.375
0.871464,0.3398,13.02,93.84,83.08,336.31,1.32
0.9638792,0.3269,16.55,87.49,229.71,143.33,1.432
0.60307415,0.3285,5.48,237.56,178.93,235.01,0.8981
1.1063157,0.5373,3.9,279.88,73.97,31.2,2.391
1.1053757,0.5453,9.24,98.72,201.17,33.15,2.431
1.17612,0.4555,7.25,170.92,171.45,85.88,2.16
0.47144230000000004,0.7059,3.0,120.7,269.27,8.62,1.603
1.1279534,0.2006,21.31,247.51,19.28,188.69,1.411
1.2415223999999998,0.4667,10.31,130.83,230.22,46.11,2.328
0.33017328,0.5032,29.89,146.57,22.73,29.78,0.6646
1.0366928,0.4878,11.74,84.27,161.54,6.2,2.024
1.1690909999999999,0.461,9.73,85.1,184.1,117.09,2.169
0.8949316999999999,0.2903,28.82,81.47,248.39,317.69,1.261
0.26975429999999995,0.8041,26.05,252.16,226.75,31.11,1.377
0.6935539999999999,0.399,1.27,121.21,235.66,104.1,1.154
1.0233651,0.3941,17.1,76.66,156.9,348.19,1.689
0.7458912000000001,0.5194,4.33,72.01,98.38,108.08,1.552
0.9104,0.2,31.32,75.91,257.41,128.01,1.138
1.0082783999999998,0.3904,31.93,89.41,106.71,21.92,1.654
1.0111607,0.2403,7.7,257.24,329.98,297.84,1.331
0.961923,0.3814,2.47,228.6,341.47,20.78,1.555
0.81279,0.5074,17.63,195.42,172.3,317.3,1.65
1.0148024999999998,0.2455,11.2,234.23,93.47,219.85,1.345
1.1298911,0.0731,3.44,266.28,92.13,323.83,1.219
0.9400923999999999,0.3227,23.69,83.11,234.45,329.51,1.388
1.0593459,0.2029,21.56,251.69,295.84,47.95,1.329
0.7193342,0.3201,33.26,83.94,291.39,285.77,1.058
0.7317876,0.3199,12.44,266.17,118.45,209.53,1.076
0.31696678,0.4293,29.51,179.02,213.79,324.87,0.5554
0.5984306000000001,0.7373,16.9,95.85,260.59,345.42,2.278
0.8443092,0.2734,23.25,81.98,259.21,308.69,1.162
0.79353025,0.1925,25.39,257.27,242.78,233.34,0.9827
0.8527733,0.6329,13.44,127.08,211.8,57.44,2.323
1.017968,0.5232,10.96,264.03,343.77,134.81,2.135
1.0150464000000001,0.2708,5.87,251.14,33.35,342.11,1.392
1.2315184000000001,0.2906,39.53,111.93,213.52,272.42,1.736
0.42999360000000003,0.7744,4.61,148.64,3.49,236.57,1.906
1.0792309999999998,0.453,3.28,263.0,357.01,3.12,1.973
0.6143358,0.7062,9.82,119.2,243.66,125.99,2.091
1.0306488999999999,0.5159,8.78,84.93,213.45,351.32,2.129
0.9376511999999999,0.6288,1.56,91.04,216.78,352.87,2.526
0.9973719999999999,0.149,4.69,108.44,127.71,143.23,1.172
1.1202576000000002,0.4804,6.09,245.71,65.16,106.51,2.156
0.9862169,0.5279,6.07,268.92,40.65,349.31,2.089
0.8623692000000001,0.6157,7.69,161.0,177.91,75.1,2.244
1.0466304,0.3186,9.75,285.28,5.37,70.24,1.536
1.0590013999999999,0.4373,15.89,98.0,169.58,358.5,1.882
0.3563973899999999,0.5691,17.65,93.46,27.46,98.09,0.8271
1.0230066,0.4918,12.02,96.65,171.98,172.4,2.013
0.6920494,0.4701,11.06,239.82,290.13,46.77,1.306
0.5692764,0.5758,11.87,262.48,147.8,210.55,1.342
1.1231712,0.5752,35.21,272.54,351.97,354.18,2.644
0.9954510000000001,0.4882,7.43,102.92,205.79,187.5,1.945
0.40392000000000017,0.82,40.99,284.83,115.88,342.97,2.244
1.2427304999999997,0.4489,9.0,77.12,228.23,77.79,2.255
1.1440032000000002,0.4684,10.68,280.32,357.51,121.28,2.152
0.5047190199999999,0.4553,12.13,96.13,348.16,121.18,0.9266
1.0340479999999999,0.396,29.33,280.34,52.35,341.05,1.712
1.0456936000000001,0.6027,8.18,271.9,357.36,1.3,2.632
1.1265408000000001,0.5072,6.27,328.23,336.94,70.99,2.286
1.1334285000000002,0.4641,6.69,255.69,32.63,126.09,2.115
0.9835452,0.4951,10.27,93.46,155.22,205.6,1.948
0.26007480000000005,0.7906,0.86,140.61,2.5,35.11,1.242
1.0730174,0.2286,13.11,108.36,208.88,339.49,1.391
1.0279328000000003,0.5378,12.69,104.26,201.66,89.34,2.224
0.9443568,0.5172,10.19,104.5,217.15,179.63,1.956
1.0789875000000002,0.4825,8.54,269.76,347.05,7.64,2.085
1.0563582,0.5123,8.31,258.26,34.57,355.49,2.166
1.0288013999999999,0.5179,7.08,95.38,179.87,125.23,2.134
0.8832383999999999,0.3664,16.96,247.39,126.86,140.3,1.394
1.1611755,0.5473,8.81,121.79,186.09,359.93,2.565
1.078632,0.574,15.88,108.12,173.2,358.65,2.532
1.2029154,0.1226,17.38,276.8,347.49,237.34,1.371
0.7356109999999998,0.7203,8.61,138.99,231.55,328.45,2.63
0.8383088000000001,0.3272,11.27,108.31,50.4,81.21,1.246
1.2539336,0.4616,7.33,143.89,217.46,41.46,2.329
1.2901735999999997,0.4248,5.95,151.24,165.4,79.35,2.243
1.2825494000000002,0.4467,8.88,266.7,62.41,52.67,2.318
1.0622773,0.4749,5.24,281.45,5.83,162.99,2.023
0.4178348999999999,0.8173,7.83,122.84,281.47,344.06,2.287
1.0170599999999999,0.4975,2.58,109.08,177.0,162.38,2.024
0.8531469000000002,0.5689,7.77,207.23,141.31,162.83,1.979
