"pdes","epoch_mjd","a","e","i","om","w","ma"
"2017 SK14",58021,2.522,0.5951,1.48,172.12,216.04,354.61
"2017 SL14",60200,1.364,0.2474,3.02,154.94,306.72,200.47
"2017 SN14",60200,0.9796,0.4393,24.97,316.24,287.36,115.50
"2017 SO14",60200,2.496,0.5598,3.88,258.16,129.50,178.17
"2017 SP14",60200,1.829,0.4164,8.82,191.92,181.40,143.88
"2017 SQ14",58022,1.492,0.3048,11.97,185.41,183.56,356.87
"2017 SR14",58021,1.37,0.1561,24.81,187.81,200.93,339.04
"2017 SS14",58021,2.521,0.5994,4.68,352.09,343.58,5.45
"2017 ST14",60200,2.49,0.7016,2.56,307.07,134.29,172.84
"2017 SU14",58021,2.083,0.5346,6.45,188.16,137.38,9.82
"2017 SV14",60200,1.308,0.0871,19.73,189.46,148.37,20.09
"2017 SW14",60200,2.251,0.4561,33.17,0.04,87.51,243.95
"2017 SG16",58022,2.309,0.5509,2.10,351.13,7.58,1.31
"2017 SH16",60200,1.492,0.4788,8.23,186.55,254.71,68.22
"2017 SJ16",58025,2.182,0.5286,7.20,184.45,180.46,0.70
"2017 SK16",60200,1.46,0.4484,3.84,359.08,285.39,171.36
"2017 SL16",60200,0.9967,0.1519,8.81,182.23,68.88,85.83
"2017 SM16",60200,2.891,0.5707,3.14,207.64,178.34,73.85
"2017 SN16",60200,1.017,0.1457,13.38,2.63,136.88,177.20
"2017 SO16",60200,2.33,0.4562,7.05,13.30,22.60,236.59
"2017 SQ16",60200,1.049,0.0333,21.10,359.06,99.19,105.81
"2017 SR16",58024,1.402,0.4489,26.39,4.21,281.86,33.54
"2017 SS16",58023,1.481,0.5486,9.65,5.47,91.27,327.95
"2017 ST16",60200,1.364,0.1870,14.44,184.73,206.38,249.79
"2017 SU16",58022,2.608,0.6112,12.50,184.08,180.21,359.75
"2017 SK17",60200,1.084,0.5257,25.07,41.91,206.20,164.45
"2017 SL17",60200,2.739,0.6615,18.61,207.40,227.30,100.04
"2017 SM17",58023,0.9405,0.4835,6.32,326.98,177.28,268.63
"2017 SN17",60200,1.129,0.0550,24.65,191.93,21.50,134.79
"2017 SO17",60200,2.668,0.5751,19.65,55.76,9.21,120.45
"2017 SQ17",58022,1.386,0.1871,24.13,179.92,193.24,354.77
"2017 SR17",60200,2.499,0.8955,28.41,155.74,5.74,166.08
"2017 SS17",60200,2.224,0.5056,3.66,211.95,168.82,281.77
"2017 ST17",60200,1.265,0.3264,9.81,9.79,89.14,10.64
"2017 SU17",60200,1.226,0.2943,1.64,182.62,112.13,180.50
"2017 SV17",60200,0.8904,0.2588,4.98,10.56,209.35,160.43
"2017 SW17",58023,2.426,0.6264,5.01,16.99,294.87,11.32
"2017 SX17",60200,1.165,0.2555,2.87,189.72,249.10,218.28
"2017 SE19",60200,2.119,0.5267,8.80,87.26,29.74,307.68
"2017 SF19",60200,2.283,0.6710,41.10,163.67,79.57,291.81
"2017 SG19",58021,2.432,0.5443,21.46,342.38,340.81,10.01
"2017 SJ19",58021,1.726,0.3964,5.21,185.35,190.45,354.00
"2017 SK19",58021,2.042,0.5697,0.59,285.80,8.24,18.00
"2017 SL19",60200,1.434,0.1957,2.81,143.35,126.44,244.62
"2017 SM19",60200,1.291,0.0574,24.02,14.49,39.21,346.37
"2017 SN19",60200,1.967,0.5072,33.92,343.89,268.72,117.34
"2017 SO19",58022,1.702,0.3604,22.78,359.48,332.78,12.98
"2017 SP19",60200,2.531,0.5804,4.91,43.75,342.73,169.76
"2017 SQ19",58022,2.478,0.5850,5.17,164.77,250.49,348.14
"2017 SR19",60200,2.6,0.5603,14.44,158.04,106.34,193.05
"2017 SS19",60200,2.627,0.5832,9.69,233.77,190.95,125.97
"2017 ST19",58023,1.672,0.3662,1.73,158.60,288.08,315.93
"2017 SU19",60200,2.338,0.4694,3.85,160.82,224.72,236.42
"2017 SV19",60200,1.063,0.0406,1.30,343.82,156.95,23.00
"2017 SW19",58023,1.344,0.2638,17.25,184.38,143.32,20.74
"2017 SX19",58023,1.415,0.2607,7.34,359.93,7.88,357.55
"2017 SY19",58024,1.666,0.3665,40.96,6.87,9.61,355.79
"2017 SZ19",60200,1.373,0.2505,0.43,169.78,203.58,248.72
"2017 SA20",60200,1.1,0.1919,0.13,35.09,248.85,118.87
"2017 SB20",60200,0.9731,0.2172,5.44,11.85,116.31,336.29
"2017 SC20",60200,1.682,0.4560,10.38,186.03,120.67,283.77
"2017 SD20",60200,0.8518,0.4532,6.48,187.40,37.23,302.59
"2017 SE20",60200,0.7544,0.3706,7.31,4.56,192.39,187.62
"2017 SF20",60200,1.806,0.4927,3.07,183.17,137.34,177.47
"2017 SG20",58025,2.505,0.5979,13.20,6.73,24.95,354.71
"2017 SH20",58025,1.039,0.2320,41.69,5.47,246.08,87.67
"2017 SJ20",60200,2.496,0.6714,5.42,189.68,261.14,162.16
"2017 SK20",58026,1.186,0.1762,17.12,7.71,50.62,323.43
"2017 ST20",60200,1.313,0.1716,15.42,188.65,268.50,282.55
"2017 SU20",60200,2.366,0.4561,15.27,321.84,26.61,230.10
"2017 SV20",60200,1.303,0.3053,22.72,110.87,119.64,147.28
"2017 SW20",60200,2.016,0.7992,20.09,83.45,167.65,55.29
"2017 SX20",60200,1.317,0.1724,25.37,188.60,199.73,322.94
"2017 SY20",60200,2.354,0.5558,5.45,204.27,183.83,227.59
"2017 SZ20",60200,1.158,0.1259,20.88,6.04,53.31,235.22
"2017 SA21",60200,2.312,0.5821,4.22,185.40,152.37,256.15
"2017 SB21",60200,1.776,0.4654,11.38,13.82,300.63,205.06
"2017 SK21",58022,1.024,0.5066,36.71,354.51,229.36,89.84
"2017 SM21",60200,1.581,0.3751,13.76,2.27,334.56,9.64
"2017 SN21",60200,1.282,0.2670,8.81,194.37,232.59,359.96
"2017 SO21",60200,1.065,0.0277,11.08,191.15,210.78,116.80
"2017 SP21",60200,0.9804,0.1388,11.21,188.14,69.29,139.79
"2017 SQ21",60200,2.382,0.4955,8.66,152.99,150.23,253.12
"2017 SR32",60200,1.936,0.4450,34.15,136.10,329.35,40.11
"2017 SS32",60200,0.8373,0.5217,9.93,160.82,59.47,16.96
"2017 SY32",60200,1.147,0.4369,26.04,220.43,271.05,247.83
"2017 SZ32",58017,1.516,0.6713,9.55,357.29,255.69,26.73
"2017 SA33",58020,1.533,0.2649,11.51,352.04,358.02,2.05
"2017 SB33",58021,1.711,0.6100,10.34,231.99,231.71,326.61
"2017 SC33",58021,1.077,0.3201,16.22,318.34,205.38,213.24
"2017 SE33",58021,2.627,0.6169,1.01,176.98,163.03,4.29
"2017 SH33",58022,1.646,0.2498,61.63,224.03,174.96,353.51
"2017 SK33",58022,1.487,0.2720,23.66,166.61,172.90,15.69
"2017 SL33",60200,1.818,0.4306,29.93,148.71,311.90,118.98
"2017 TA",60200,1.304,0.2414,19.71,193.00,199.08,342.22
"2017 TB",60200,1.041,0.2096,1.12,190.55,273.25,144.42
"2017 TB1",58030,1.447,0.2491,18.52,196.10,176.89,358.94
"2017 TC1",58029,2.493,0.9696,9.29,274.40,253.05,347.55
"2017 TD1",58029,1.278,0.3509,13.38,352.52,284.72,53.86
"2017 TE1",58032,2.228,0.5515,7.60,189.96,165.02,4.78
"2017 TF1",60200,1.256,0.1872,0.89,102.58,278.98,72.49
"2017 TG1",60200,1.376,0.2012,23.57,185.82,169.74,260.56
"2017 TH1",60200,2.528,0.5911,8.73,198.64,182.36,171.12
"2017 TJ1",60200,1.208,0.1788,10.40,289.32,280.92,335.31
"2017 TK1",60200,2.244,0.5682,9.93,354.46,355.53,281.14
"2017 TR1",60200,2.986,0.6307,23.66,17.68,333.73,56.66
"2017 TS1",60200,1.713,0.4738,1.47,238.39,86.15,249.21
"2017 TT1",60200,2.532,0.6204,7.29,197.77,210.57,164.12
"2017 TU1",60200,0.7946,0.4362,0.41,328.39,196.70,18.64
"2017 TE2",58040,1.716,0.5285,2.55,5.17,298.76,24.30
"2017 TF2",60200,0.7156,0.3750,13.85,327.00,217.61,128.38
"2017 TG2",60200,1.64,0.6350,4.07,249.08,229.05,267.47
"2017 TH2",60200,1.302,0.2441,3.55,197.64,153.26,8.59
"2017 TJ2",60200,1.314,0.2203,21.01,198.20,187.74,329.94
"2017 TK2",60200,1.427,0.4179,10.08,196.19,249.28,141.52
"2017 TL2",58038,2.368,0.5823,3.81,196.30,157.42,5.54
"2017 TM2",58038,2.74,0.6348,2.59,344.23,2.50,4.92
"2017 TN2",58041,1.548,0.6751,6.53,23.50,241.15,33.83
"2017 TO2",60200,1.242,0.4174,9.06,211.15,263.53,53.07
"2017 TP2",60200,2.508,0.5877,11.46,7.52,16.03,175.79
"2017 TQ2",60200,1.441,0.4218,16.92,7.34,295.56,185.80
"2017 TQ3",60200,2.851,0.7217,16.47,66.92,11.03,71.06
"2017 TR3",60200,1.838,0.3122,5.05,260.82,71.62,148.23
"2017 TS3",60200,2.503,0.6139,4.91,239.67,185.62,164.42
"2017 TT3",58038,1.448,0.3709,0.71,95.17,220.22,29.92
"2017 TU3",58037,2.027,0.5651,3.13,36.85,36.09,345.80
"2017 TV3",60200,1.503,0.3371,7.64,19.12,334.89,88.49
"2017 TW3",60200,2.408,0.4803,19.03,30.41,356.43,207.66
"2017 TX3",60200,1.64,0.2568,8.15,33.02,10.70,276.13
"2017 TY3",58039,2.006,0.6232,2.12,24.41,276.38,18.67
"2017 TZ3",60200,1.87,0.4985,1.82,173.49,268.52,91.73
"2017 TA4",60200,2.425,0.7084,27.37,177.46,116.64,218.69
"2017 TB4",60200,2.024,0.5018,26.58,192.08,149.84,28.43
"2017 TC4",60200,2.01,0.4251,11.88,270.04,177.96,359.25
"2017 TD4",60200,2.435,0.6579,12.89,6.90,333.57,209.87
"2017 TE4",58042,1.503,0.3312,6.34,196.54,162.10,11.66
"2017 TF4",58039,1.087,0.2420,60.55,19.96,104.19,282.93
"2017 TG4",60200,1.23,0.3913,5.51,22.04,90.08,73.34
"2017 TH4",60200,1.05,0.3967,13.54,199.45,71.52,242.54
"2017 TJ4",60200,0.7675,0.3552,4.39,200.14,16.23,79.33
"2017 TK4",60200,1.441,0.3043,0.72,2.44,31.67,144.12
"2017 TL4",60200,1.297,0.3219,15.09,207.97,249.52,319.01
"2017 TM4",60200,1.707,0.4347,3.40,10.50,334.12,248.24
"2017 TN4",60200,1.912,0.4628,10.78,202.85,163.10,90.43
"2017 TO4",60200,3.102,0.6444,23.18,0.84,34.44,37.43
"2017 TP4",60200,1.079,0.0382,1.56,281.21,137.71,63.41
"2017 TQ4",58040,2.367,0.6090,2.47,244.41,182.41,350.16
"2017 TR4",58039,1.295,0.2096,8.25,7.93,335.68,23.40
"2017 TS4",58039,1.617,0.3755,23.27,13.60,63.32,334.25
"2017 TT4",58039,2.335,0.6475,7.23,14.32,305.25,11.46
"2017 TV4",60200,2.308,0.6292,44.91,191.63,238.05,233.78
"2017 TW4",60200,1.922,0.4588,1.98,306.71,101.06,69.64
"2017 TX4",58039,2.43,0.5883,10.74,17.53,341.32,4.56
"2017 TY4",60200,2.794,0.7682,19.65,7.71,120.98,77.56
"2017 TZ4",58044,1.963,0.5909,7.66,221.45,231.08,341.73
"2017 TA5",58040,1.798,0.4834,8.40,14.60,320.31,14.79
"2017 TB5",58047,1.568,0.3690,6.91,208.32,135.38,19.58
"2017 TC5",58040,1.037,0.2548,8.34,14.59,113.95,282.14
"2017 TD5",58040,2.662,0.7261,0.47,342.58,113.63,349.42
"2017 TE5",60200,1.816,0.4939,10.09,23.17,41.76,135.68
"2017 TF5",58040,2.273,0.7448,5.57,15.88,272.11,14.13
"2017 TG5",60200,0.76,0.4577,11.56,202.51,341.63,192.57
"2017 TH5",60200,1.974,0.5582,4.45,202.65,230.09,33.12
"2017 TO5",58046,1.881,0.4168,5.77,216.89,164.09,1.68
"2017 TP5",58042,1.792,0.4819,10.47,207.07,120.23,17.84
"2017 TQ5",60200,1.62,0.3817,4.85,208.60,193.94,302.94
"2017 TR5",58039,1.881,0.5343,5.46,216.00,100.24,18.26
"2017 TS5",58041,1.469,0.3068,25.45,17.70,328.36,18.01
"2017 TT5",58041,1.773,0.3910,36.16,17.99,18.48,353.82
"2017 TU5",60200,1.365,0.3017,6.88,203.72,135.43,276.58
"2017 TV5",60200,1.492,0.4383,2.83,203.23,247.68,58.87
"2017 TW5",58042,1.915,0.6080,0.51,33.84,60.84,342.75
"2017 TX5",60200,1.538,0.4375,2.85,200.73,241.37,11.91
"2017 TY5",60200,1.812,0.4565,3.08,25.46,331.52,161.26
"2017 TZ5",60200,0.7969,0.3981,2.24,24.60,208.35,228.56
"2017 TA6",60200,1.119,0.1711,0.99,37.27,49.58,309.60
"2017 TD6",60200,1.194,0.3320,1.92,26.82,77.76,143.34
"2017 TE6",58040,1.297,0.0403,25.58,211.66,172.12,356.66
"2017 TF6",58043,1.8,0.5201,11.78,205.30,110.45,21.04
"2017 TG6",58045,2.135,0.4879,4.40,239.68,96.54,13.45
"2017 TH6",60200,1.78,0.4957,3.85,328.21,127.15,145.80
"2017 TJ6",58042,1.363,0.2757,6.41,20.53,329.45,18.06
"2017 TK6",60200,0.8239,0.3900,16.44,24.63,150.77,199.75
"2017 TL6",58042,1.093,0.1501,15.63,201.90,271.30,287.48
"2017 TM6",60200,1.306,0.1559,23.24,203.05,194.88,337.86
"2017 TN6",60200,2.281,0.6674,7.53,42.93,262.57,275.13
"2017 TQ6",60200,2.218,0.4946,5.43,294.43,83.76,282.00
"2017 TS6",58042,2.185,0.5302,1.99,19.37,4.15,359.81
"2017 TT6",58045,1.302,0.1515,28.16,25.20,339.15,16.90
"2017 TU6",60200,2.346,0.5031,9.08,48.92,273.02,256.99
"2017 TZ12",59400,1.952,0.4922,1.81,150.66,174.67,150.64
"2017 UA",60200,1.105,0.2584,6.78,22.82,83.78,334.29
"2017 UC",60200,1.716,0.4019,0.83,10.91,2.94,229.68
"2017 UD",60200,1.136,0.4118,16.49,22.17,260.46,7.74
"2017 UE",60200,1.087,0.2314,7.65,203.83,92.39,137.29
"2017 UF",58043,2.54,0.7692,0.58,23.70,270.85,11.26
"2017 UG",60200,1.011,0.3298,9.62,23.83,110.47,219.32
"2017 UH",58045,1.699,0.4562,10.83,25.37,53.25,340.88
"2017 UJ",60200,1.319,0.3847,12.10,205.98,250.89,287.73
"2017 UO",60200,2.551,0.8945,8.58,236.94,25.12,172.28
"2017 UP",58043,2.782,0.7012,2.37,214.71,223.76,351.87
"2017 UQ",60200,1.404,0.2893,23.82,14.16,64.56,163.84
"2017 UR",60200,2.122,0.5257,15.23,22.90,352.22,330.14
"2017 US",60200,0.8309,0.2286,0.91,199.73,357.71,121.43
"2017 UT",60200,2.449,0.5717,14.36,15.97,1.66,195.72
"2017 UU",58045,2.263,0.5689,6.07,25.40,328.41,7.47
"2017 UX",58044,1.486,0.3378,13.38,20.48,302.38,30.24
"2017 UY",58043,1.117,0.2816,22.79,20.20,270.25,59.78
"2017 UZ",58049,2.503,0.6277,5.95,22.80,313.50,10.51
"2017 UA1",60200,1.495,0.3736,18.72,17.75,91.79,35.46
"2017 UB1",60200,1.384,0.2348,14.74,201.41,207.11,210.31
"2017 UC1",60200,1.171,0.2468,18.64,24.30,231.29,338.91
"2017 UD1",60200,1.13,0.1544,22.21,201.35,261.70,266.81
"2017 UE1",58043,1.722,0.4616,7.65,198.92,129.76,19.84
"2017 UF1",60200,1.024,0.3617,11.23,25.23,244.49,323.25
"2017 UG1",58044,1.819,0.4376,3.86,199.77,190.10,358.27
"2017 UH1",58044,1.542,0.6531,18.11,25.72,102.29,332.38
"2017 UJ1",58045,1.394,0.2448,10.03,29.68,341.44,9.51
"2017 UK1",60200,1.044,0.2025,7.34,199.90,88.68,266.48
"2017 UL1",60200,2.884,0.6853,9.74,197.64,137.23,81.49
"2017 UM1",58044,1.968,0.6535,4.09,198.27,267.48,342.31
"2017 UN1",60200,0.8837,0.4668,3.98,39.29,201.54,135.78
"2017 UO1",60200,2.541,0.5861,1.63,72.81,336.14,160.43
"2017 UP1",58043,1.741,0.4579,11.46,201.14,139.86,14.98
"2017 UQ1",58044,1.792,0.7116,9.93,199.46,82.57,21.31
"2017 UR1",58047,1.386,0.3200,14.55,27.13,303.32,30.33
"2017 US1",60200,1.267,0.1057,17.51,41.17,330.94,64.12
"2017 UT1",60200,1.431,0.3563,0.64,168.43,168.45,183.57
"2017 UU1",60200,1.11,0.1291,8.61,24.63,314.48,52.90
"2017 UJ2",60200,1.116,0.1820,0.48,22.35,304.78,29.90
"2017 UK2",60200,2.22,0.5932,4.69,209.29,251.69,258.24
"2017 UL2",58045,1.169,0.4542,24.24,198.90,51.24,85.80
"2017 UM2",58046,2.229,0.5341,4.91,198.36,163.19,6.76
"2017 UN2",60200,2.033,0.5069,2.20,27.16,352.35,14.49
"2017 UO2",60200,1.045,0.2961,3.97,194.11,302.50,112.55
"2017 UP2",60200,2.101,0.6216,11.12,274.86,172.12,321.92
"2017 UQ2",58047,1.944,0.6140,6.76,25.73,73.99,343.22
"2017 UR2",60200,1.139,0.3263,6.53,23.99,273.64,0.56
"2017 US2",58047,1.752,0.4509,0.98,218.29,129.85,14.64
"2017 UT2",60200,0.9832,0.1197,11.14,27.30,214.40,155.90
"2017 UU2",58048,1.82,0.5265,1.69,221.59,222.03,343.67
"2017 UC3",58045,1.62,0.6749,46.14,209.09,283.08,334.25
"2017 UD3",58049,2.395,0.6072,43.47,208.24,230.72,348.91
"2017 UE3",58047,1.958,0.6109,2.12,13.40,86.41,342.68
"2017 UF3",58048,1.481,0.3097,14.44,210.64,145.98,16.82
"2017 UG3",58048,1.591,0.3690,0.57,3.29,49.35,349.80
"2017 UH3",60200,1.798,0.6444,3.40,229.31,62.29,186.18
"2017 UJ3",58050,1.858,0.6238,1.62,116.54,190.70,20.31
"2017 UK3",60200,1.981,0.5891,1.01,37.09,52.86,24.90
"2017 UQ4",60200,2.696,0.6200,11.69,184.44,212.41,117.45
"2017 UR4",60200,1.466,0.3565,21.75,211.11,311.22,14.40
"2017 US4",60200,1.405,0.2170,9.70,204.75,318.17,77.83
"2017 UT4",60200,1.382,0.2629,5.56,29.55,56.27,190.51
"2017 UU4",58048,2.465,0.5688,16.32,27.27,301.91,15.83
"2017 UV4",60200,1.764,0.6238,10.18,137.99,1.48,155.21
"2017 UW4",60200,1.824,0.3819,12.26,82.70,325.91,136.54
"2017 UX4",60200,1.297,0.4968,24.61,50.82,240.47,41.43
"2017 UY4",60200,1.187,0.1645,3.78,202.08,253.39,148.59
"2017 UZ4",60200,2.762,0.5912,14.51,224.09,146.10,108.60
"2017 UA5",60200,2.3,0.4699,9.06,267.23,9.31,308.60
"2017 UB5",60200,1.887,0.3272,1.88,338.86,97.19,78.00
"2017 UC5",60200,2.337,0.4514,6.98,229.49,216.40,214.38
"2017 UD5",60200,1.168,0.1541,10.72,21.17,326.28,269.40
"2017 UE5",58051,1.993,0.5948,6.04,234.38,232.71,341.40
"2017 UF5",60200,2.27,0.4363,7.40,211.45,112.55,291.03
"2017 UG5",60200,0.9864,0.1943,13.21,30.66,239.53,104.08
"2017 UH5",60200,1.313,0.2300,9.03,30.37,343.29,340.82
"2017 UJ5",60200,1.163,0.1055,11.60,33.70,357.25,250.44
"2017 UK5",60200,2.459,0.5860,2.73,36.14,346.28,191.73
"2017 UL5",58052,2.263,0.5629,3.40,30.99,348.12,3.54
"2017 UM5",60200,2.121,0.6665,5.63,27.21,79.35,310.11
"2017 UN5",60200,1.808,0.4505,2.39,27.66,338.94,159.57
"2017 UO5",60200,1.937,0.5640,2.84,209.58,120.76,81.87
"2017 UP5",60200,2.492,0.5975,10.97,209.90,196.10,176.02
"2017 UQ5",60200,1.486,0.2958,6.12,30.18,354.29,92.43
"2017 UR5",60200,1.186,0.2078,12.40,29.87,307.87,235.67
"2017 US5",58052,1.564,0.3473,12.26,29.91,327.46,16.60
"2017 UT5",60200,1.605,0.3515,1.93,33.65,354.27,323.81
"2017 UU5",58049,2.485,0.5760,2.76,31.28,352.61,1.31
"2017 UV5",60200,2.492,0.4863,14.90,42.44,314.36,190.82
"2017 UW5",58050,2.517,0.6639,3.26,208.82,127.40,9.37
"2017 UX5",60200,1.213,0.2412,18.27,59.41,52.14,105.77
"2017 UY5",60200,1.871,0.5215,14.45,81.38,32.62,91.69
"2017 UZ5",60200,0.9176,0.1749,6.03,26.68,134.63,136.22
"2017 UA6",60200,2.581,0.6813,0.49,17.32,75.98,138.09
"2017 UB6",58051,2.28,0.5540,5.12,207.71,197.77,356.57
"2017 UC6",58051,1.512,0.2698,30.64,31.04,9.02,354.90
"2017 UD6",58050,1.601,0.6078,34.45,208.72,82.31,29.91
"2017 UE6",58051,1.126,0.2418,34.88,208.82,320.70,245.40
"2017 UF6",58053,1.485,0.6592,15.77,43.20,236.92,35.68
"2017 UG6",60200,1.835,0.4409,6.87,30.04,355.79,132.76
"2017 UH6",58051,1.489,0.6167,9.37,31.51,259.70,29.18
"2017 UJ6",58052,1.795,0.4989,9.61,34.00,49.63,343.67
"2017 UK6",60200,1.074,0.0883,27.96,34.97,58.69,50.23
"2017 UL6",60200,1.101,0.2543,3.15,214.69,262.12,337.30
"2017 UM6",58051,2.591,0.5741,30.23,14.52,17.02,357.93
"2017 UO6",60200,1.703,0.2758,42.58,15.16,272.85,290.48
"2017 UP6",60200,0.8226,0.4557,5.61,200.59,337.51,212.23
"2017 UQ6",60200,0.9439,0.1099,0.59,333.35,229.84,340.39
"2017 UJ7",58049,2.416,0.6454,6.91,204.12,246.89,347.50
"2017 UK7",58056,1.786,0.4900,8.73,38.92,59.40,337.25
"2017 UL7",58045,2.223,0.6634,2.49,181.38,290.19,341.18
"2017 UM7",58050,1.317,0.1873,35.62,33.53,339.49,11.39
"2017 UN7",60200,1.205,0.1360,7.95,41.01,32.93,127.60
"2017 UO7",60200,1.012,0.0998,7.86,36.22,257.90,7.28
"2017 UP7",58053,1.326,0.2440,22.57,35.51,22.88,345.91
"2017 UQ7",60200,1.082,0.4193,8.51,209.93,74.51,138.01
"2017 UR7",60200,3.24,0.6476,5.49,100.72,345.81,352.71
"2017 US7",58053,2.525,0.6103,2.43,45.05,17.99,353.90
"2017 UT7",60200,2.306,0.5589,2.13,125.38,302.62,235.76
"2017 UU7",60200,2.458,0.5887,3.40,116.52,247.19,196.58
"2017 UV7",60200,1.549,0.4457,13.20,32.81,60.93,354.53
"2017 UW7",60200,2.535,0.6063,14.86,33.07,347.29,167.51
"2017 UX7",58055,1.183,0.2450,14.61,215.58,103.05,51.69
"2017 UZ7",60200,2.183,0.6114,5.36,186.40,115.09,316.47
"2017 UA8",60200,1.434,0.1153,7.62,46.38,288.85,191.58
"2017 UB8",58053,1.049,0.4119,22.32,34.86,119.59,280.75
"2017 UD8",60200,1.578,0.3458,17.98,217.81,141.15,2.87
"2017 UE8",58054,2.491,0.5488,11.63,21.55,45.18,351.77
"2017 UF8",58056,2.377,0.5992,3.07,240.38,102.24,12.18
"2017 UG8",60200,2,0.4468,7.43,232.97,190.67,16.79
"2017 UH8",58054,1.01,0.3757,8.06,41.24,238.03,73.68
"2017 UJ8",58054,1.584,0.4483,14.60,34.81,298.18,24.04
"2017 UK8",60200,2.383,0.6498,3.88,33.88,56.53,202.02
"2017 UL8",60200,1.925,0.5063,10.99,216.46,210.60,61.88
"2017 UV42",60200,1.667,0.4128,56.08,215.10,260.03,223.44
"2017 UW42",60200,2.455,0.4845,6.67,287.45,195.51,150.57
"2017 UX42",60200,1.167,0.1301,4.10,218.36,198.16,221.60
"2017 UZ42",60200,2.645,0.5837,37.79,30.74,357.84,130.81
"2017 UA43",58057,2.011,0.4923,8.85,217.51,216.63,349.09
"2017 UB43",60200,1.693,0.3638,22.19,219.34,151.32,249.90
"2017 UC43",58055,2.452,0.5339,13.45,25.39,4.07,1.76
"2017 UD43",60200,1.434,0.3561,9.01,217.64,227.04,127.44
"2017 UE43",60200,1.986,0.5126,4.98,255.39,197.13,18.02
"2017 UF43",58056,2.453,0.6467,9.10,31.92,316.52,9.21
"2017 UG43",58055,1.791,0.3840,5.78,49.44,314.38,12.90
"2017 UH43",58055,2.259,0.4874,8.89,59.16,300.51,12.42
"2017 UJ43",60200,1.17,0.2646,2.91,44.95,67.34,181.98
"2017 UK43",58056,2.489,0.4932,2.84,129.35,289.69,354.35
"2017 UL43",58055,1.45,0.3094,16.96,216.10,207.83,345.81
"2017 UM43",58056,1.342,0.2304,27.17,217.00,131.08,31.96
"2017 UN43",58055,1.528,0.5497,1.85,234.39,76.83,27.04
"2017 UO43",60200,1.517,0.3399,5.83,218.75,192.33,44.31
"2017 UP43",60200,1.376,0.3325,3.92,35.50,312.34,253.90
"2017 UH44",60200,2.914,0.5773,13.89,260.24,217.67,34.61
"2017 UJ44",58055,2.3,0.5299,2.45,63.50,335.76,359.30
"2017 UK44",60200,1.721,0.4082,14.97,33.82,349.31,221.31
"2017 UL44",60200,0.8775,0.3031,27.95,39.66,138.06,296.69
"2017 UM44",58056,1.756,0.7450,8.49,23.64,127.55,337.00
"2017 UN44",60200,2.418,0.5457,2.48,74.02,346.67,196.55
"2017 UO44",58055,1.656,0.3445,13.71,43.77,11.11,351.62
"2017 UP44",60200,1.3,0.2189,19.97,218.27,142.12,8.74
"2017 UX44",60200,2.148,0.4080,5.46,19.14,325.84,336.60
"2017 UY44",60200,1.898,0.3634,22.01,260.47,106.74,116.32
"2017 UZ44",60200,1.981,0.6917,11.17,9.59,287.88,60.33
"2017 UA45",60200,0.9225,0.1671,4.21,202.04,50.57,358.82
"2017 UC45",60200,1.631,0.5468,5.79,102.85,39.07,253.58
"2017 UD45",60200,2.612,0.5356,27.96,205.24,123.84,168.08
"2017 UE45",60200,2.793,0.6880,14.30,273.48,203.22,74.50
"2017 UO51",60200,2.997,0.6290,14.07,82.06,222.46,74.72
"2017 UP51",58056,1.982,0.3703,11.83,37.57,7.49,357.53
"2017 UQ51",60200,1.855,0.4840,4.28,49.12,244.98,171.49
"2017 UR51",60200,1.8,0.4939,7.83,161.07,319.00,126.55
"2017 UY51",60200,2.037,0.4018,34.83,50.83,21.67,353.76
"2017 UZ51",60200,2.47,0.5014,7.16,232.60,223.98,164.93
"2017 UA52",60200,1.511,0.3911,6.26,207.44,137.55,80.79
"2017 UC52",58056,2.391,0.6393,3.49,73.49,35.03,345.44
"2017 UE52",58055,1.913,0.3286,2.34,32.35,358.97,5.21
"2017 UF52",60200,1.858,0.3036,3.29,338.55,67.36,122.33
"2017 UK52",58047,1.299,0.4437,1.98,230.49,67.05,40.68
"2017 UL52",58047,0.863,0.1700,10.54,27.22,191.69,164.46
"2017 UM52",60200,1.011,0.0968,2.44,28.89,94.60,201.26
"2017 UR52",60200,326,0.9962,108.34,219.66,151.21,0.36
"2017 VA",60200,2.326,0.6152,4.71,32.94,321.33,244.68
"2017 VC",60200,1.808,0.4487,5.67,39.95,354.58,148.57
"2017 VD",60200,2.502,0.8173,8.38,225.78,71.24,183.81
"2017 VE",60200,1.223,0.3858,14.56,41.58,277.44,159.74
"2017 VJ",60200,1.331,0.3996,4.48,218.04,107.16,328.21
"2017 VT",60200,3.024,0.6783,16.09,119.29,222.13,47.80
"2017 VU",60200,1.361,0.2245,15.75,58.22,324.40,259.74
"2017 VV",60200,1.807,0.5404,18.92,56.28,244.33,178.69
"2017 VG1",60200,1.024,0.1963,7.69,226.16,82.82,305.38
"2017 VH1",60200,2.502,0.5635,14.98,238.50,152.80,175.20
"2017 VJ1",58069,1.705,0.6023,26.13,63.39,72.45,329.14
"2017 VK1",60200,2.733,0.5916,22.46,238.89,142.70,112.69
"2017 VL1",60200,0.9516,0.3141,4.33,229.04,58.38,188.98
"2017 VV1",60200,1.208,0.4297,28.84,16.60,241.36,216.17
