"pdes","epoch_mjd","a","e","i","om","w","ma"
"2017 VW1",60200,1.371,0.5550,11.48,281.43,0.85,286.89
"2017 VX1",60200,1.947,0.5252,8.66,298.93,198.21,20.54
"2017 VY1",60200,2.443,0.5747,5.09,23.22,15.44,192.88
"2017 VZ1",60200,1.617,0.4861,2.56,33.69,76.91,281.88
"2017 VA2",60200,1.999,0.4526,4.29,6.16,86.12,7.19
"2017 VB2",60200,1.711,0.4783,9.37,235.36,108.58,241.57
"2017 VC2",58072,2.448,0.8220,56.21,232.86,296.43,345.10
"2017 VD2",60200,0.8885,0.3037,24.32,228.53,332.09,220.84
"2017 VE2",60200,1.475,0.3234,23.63,230.10,162.88,100.96
"2017 VJ2",60200,2.706,0.5241,11.97,323.61,167.13,79.12
"2017 VK2",60200,1.804,0.2939,10.54,260.06,161.52,140.61
"2017 VL2",60200,1.265,0.2398,12.50,226.93,147.71,57.49
"2017 VM2",60200,2.58,0.6088,1.96,238.79,155.48,150.04
"2017 VN2",60200,0.8943,0.2055,1.39,251.31,296.47,201.81
"2017 VR12",60200,1.369,0.2694,9.22,347.26,180.80,159.30
"2017 VS12",60200,0.8935,0.3191,11.86,254.41,303.04,193.91
"2017 VU12",60200,1.944,0.5278,0.77,242.52,122.26,67.15
"2017 VV12",60200,1.618,0.4050,0.20,246.71,192.95,288.07
"2017 VA13",58072,1.564,0.3952,9.80,20.21,336.23,21.97
"2017 VB13",60200,0.8804,0.1992,21.38,231.41,325.48,248.00
"2017 VC13",58071,2.698,0.6053,3.30,213.40,181.03,3.02
"2017 VD13",58072,2.062,0.6473,4.91,37.76,92.78,343.04
"2017 VE13",60200,2.025,0.4858,0.65,147.03,262.09,8.46
"2017 VF13",58072,1.555,0.3197,15.29,61.86,292.17,31.21
"2017 VG13",60200,1.538,0.3268,5.46,221.65,175.75,26.56
"2017 VH13",58071,1.981,0.4839,3.11,233.92,165.18,3.72
"2017 VJ13",60200,2.054,0.4929,6.62,231.00,146.21,2.93
"2017 VK13",60200,1.604,0.4754,8.45,47.94,90.56,276.72
"2017 VL13",58072,1.939,0.5530,2.65,238.05,104.57,19.61
"2017 VM13",60200,1.609,0.3707,11.11,238.60,155.25,316.23
"2017 VN13",60200,1.695,0.4529,5.37,50.79,40.98,216.25
"2017 VR13",58070,1.512,0.5358,32.14,1.56,323.59,26.58
"2017 VS13",58064,1.403,0.2788,6.68,63.99,283.56,33.49
"2017 VT13",60200,2.124,0.4609,10.03,233.11,202.14,308.24
"2017 VU13",60200,0.8472,0.4688,21.21,153.29,68.85,28.93
"2017 VV13",60200,1.2,0.1306,7.86,34.25,10.72,166.78
"2017 VW13",60200,2.167,0.5559,11.49,45.67,337.13,305.92
"2017 VX13",60200,2.504,0.5285,1.62,11.74,59.82,164.27
"2017 VY13",60200,1.345,0.4001,2.83,237.52,255.17,226.56
"2017 VZ13",60200,1.315,0.2401,5.45,51.02,339.90,325.86
"2017 VA14",58072,2.034,0.4928,8.43,233.71,184.30,358.65
"2017 VB14",58072,1.567,0.3551,19.50,233.37,205.21,348.92
"2017 VC14",60200,2.052,0.5682,2.46,234.61,225.17,341.50
"2017 VD14",60200,1.419,0.2699,3.15,53.90,36.24,138.88
"2017 VE14",60200,0.9182,0.2764,11.09,232.40,54.32,317.50
"2017 VF14",60200,1.457,0.4450,0.44,65.43,279.82,139.44
"2017 VO14",58071,2.5,0.5806,3.11,68.22,341.36,0.52
"2017 VP14",58072,2.216,0.6121,4.30,23.50,105.49,339.82
"2017 VQ14",58072,1.709,0.3855,8.49,234.23,204.43,348.50
"2017 VR14",60200,1.99,0.4782,2.07,39.72,38.52,18.26
"2017 VS14",60200,1.365,0.2496,1.70,246.19,197.68,215.76
"2017 VT14",60200,3.519,0.7197,7.41,260.88,176.67,314.10
"2017 VU14",60200,2.759,0.6761,17.11,256.26,268.55,77.49
"2017 VV14",60200,2.24,0.8450,15.89,77.93,234.76,290.64
"2017 VW14",60200,1.281,0.2130,12.80,233.62,211.84,344.03
"2017 VX14",60200,2.608,0.5967,1.67,357.27,60.24,137.23
"2017 VY14",58074,1.662,0.3559,19.04,232.34,167.51,5.16
"2017 VZ14",60200,1.934,0.5079,3.50,236.78,213.53,47.98
"2017 VA15",60200,1.972,0.4923,1.93,47.36,23.77,31.20
"2017 VB15",58073,1.484,0.3730,5.48,234.11,125.18,24.52
"2017 VC15",58075,2.23,0.5246,5.25,230.06,184.56,0.29
"2017 VD15",60200,1.84,0.4424,1.04,85.13,315.20,124.11
"2017 VE15",60200,1.352,0.1750,2.38,62.80,345.17,257.27
"2017 VF15",58075,1.371,0.3583,13.54,54.14,293.70,34.15
"2017 VG15",60200,0.847,0.2876,10.77,231.17,352.18,9.53
"2017 VL15",60200,1.89,0.5225,8.29,166.78,352.14,41.81
"2017 VM15",58074,2.86,0.7849,6.96,312.91,347.52,12.89
"2017 VN15",60200,2.272,0.4857,12.67,52.69,353.16,252.30
"2017 VO15",60200,1.889,0.4801,26.07,80.36,19.03,76.01
"2017 VG34",58074,2.413,0.5467,0.54,240.59,157.85,4.06
"2017 WB",60200,1.781,0.4608,5.31,228.84,154.85,172.25
"2017 WC",60200,2.203,0.5476,4.36,54.17,11.04,277.63
"2017 WD",60200,2.056,0.5503,3.79,229.89,144.81,0.63
"2017 WE",60200,0.9823,0.3033,26.77,54.71,115.35,271.51
"2017 WP",58075,1.212,0.2355,29.66,51.94,302.09,37.72
"2017 WQ",60200,1.318,0.0445,23.06,52.67,112.17,193.30
"2017 WR",60200,0.8464,0.5256,5.73,62.17,138.35,74.42
"2017 WS",60200,1.775,0.4358,2.56,218.73,231.26,153.32
"2017 WT",58076,2.279,0.6464,2.24,223.17,126.80,13.40
"2017 WU",60200,2.55,0.5427,10.92,225.93,211.02,149.65
"2017 WV",60200,2.02,0.6218,11.94,226.99,104.50,31.23
"2017 WW",60200,1.88,0.6027,26.67,229.86,91.02,122.44
"2017 WX",60200,1.733,0.4546,10.63,55.38,54.44,175.96
"2017 WY",60200,1.485,0.3084,18.32,58.09,65.54,35.44
"2017 WZ",60200,1.736,0.3851,6.97,61.12,15.09,185.56
"2017 WA1",58075,2.55,0.5405,9.68,235.68,181.40,359.43
"2017 WB1",60200,2.498,0.6046,5.46,235.61,203.09,165.66
"2017 WF1",60200,2.133,0.4391,7.92,54.89,349.38,314.21
"2017 WG1",60200,2.812,0.6049,18.41,224.49,204.48,81.55
"2017 WH1",60200,2.124,0.4526,3.55,259.26,34.76,21.55
"2017 WJ1",60200,1.254,0.0904,20.16,235.08,118.72,104.18
"2017 WK1",60200,1.457,0.3731,4.13,52.07,59.77,84.51
"2017 WL1",60200,1.449,0.4703,44.31,253.52,264.31,74.96
"2017 WM1",58075,2.753,0.6666,25.78,50.12,65.02,349.31
"2017 WN1",58077,1.939,0.5954,25.68,234.97,108.41,19.30
"2017 WO1",60200,1.131,0.0994,13.31,233.03,73.23,39.91
"2017 WP1",60200,1.741,0.4189,1.22,92.70,2.67,176.89
"2017 WQ1",60200,0.8144,0.3462,4.30,222.32,30.05,119.18
"2017 WR1",58076,2.29,0.5863,0.93,177.46,197.20,9.73
"2017 WS1",60200,2.008,0.5497,16.17,255.61,242.23,355.46
"2017 WT1",60200,1.961,0.5130,1.30,60.71,321.13,51.85
"2017 WU1",60200,1.394,0.3049,8.91,236.84,151.75,206.21
"2017 WV1",60200,2.042,0.5121,5.22,58.78,356.44,357.27
"2017 WW1",60200,1.498,0.4574,9.66,59.66,63.97,36.36
"2017 WE2",60200,2.859,0.6620,44.20,285.57,253.61,38.81
"2017 WF2",60200,2.838,0.5649,6.99,265.02,178.84,72.84
"2017 WG2",60200,1.124,0.5783,14.54,101.35,103.16,233.38
"2017 WH2",58078,1.63,0.5410,14.92,68.94,72.21,333.50
"2017 WJ2",60200,0.9344,0.1612,21.94,44.21,223.01,307.59
"2017 WK2",58078,1.166,0.4548,26.75,56.87,248.39,56.28
"2017 WL2",60200,2.463,0.5534,1.97,128.72,274.14,184.54
"2017 WM2",58078,2.423,0.5486,0.61,125.05,258.06,7.09
"2017 WN2",58077,2.596,0.5273,5.06,252.22,145.46,5.27
"2017 WO2",58077,1.445,0.4264,0.54,15.66,329.97,30.89
"2017 WW11",60200,2.625,0.5059,13.70,137.02,328.25,124.03
"2017 WP12",60200,2.598,0.5624,1.70,159.78,293.13,129.50
"2017 WQ12",58077,1.947,0.5312,10.41,229.63,125.70,18.85
"2017 WR12",60200,1.822,0.4796,14.19,230.38,107.18,163.55
"2017 WS12",60200,1.913,0.4457,8.62,132.63,302.32,65.69
"2017 WT12",60200,1.923,0.5822,9.36,240.98,243.56,47.74
"2017 WU12",58077,1.313,0.3488,34.97,240.37,54.82,83.63
"2017 WV12",60200,1.534,0.4479,3.49,249.27,245.56,348.98
"2017 WW12",60200,2.706,0.5565,20.11,219.72,237.75,96.54
"2017 WX12",60200,2.173,0.5625,12.49,84.44,34.21,276.45
"2017 WY12",60200,2.48,0.5467,7.97,184.34,275.25,162.72
"2017 WZ12",60200,0.865,0.1967,5.86,60.24,192.66,240.66
"2017 WA13",60200,1.61,0.3618,7.86,237.61,219.61,286.42
"2017 WB13",58080,1.741,0.3336,18.24,239.19,170.46,5.87
"2017 WC13",58080,2.56,0.4991,0.56,53.64,4.85,1.67
"2017 WD13",58079,2.057,0.6930,0.68,209.56,113.07,19.12
"2017 WE13",60200,1.731,0.4118,3.40,64.78,25.58,185.63
"2017 WF13",60200,2.66,0.7604,28.70,271.68,35.08,141.72
"2017 WG13",58080,1.724,0.4604,6.03,270.05,90.05,21.79
"2017 WH13",60200,1.89,0.5436,0.51,37.06,76.68,69.67
"2017 WJ13",60200,2.433,0.6114,8.58,228.96,157.50,198.35
"2017 WK13",60200,1.576,0.7979,10.53,247.85,5.93,3.88
"2017 WL13",60200,1.876,0.4525,3.43,218.48,203.99,91.44
"2017 WM13",60200,1.132,0.1190,4.85,230.68,161.53,317.33
"2017 WN13",60200,1.351,0.6074,6.51,198.14,99.24,297.55
"2017 WO13",58079,2.238,0.5971,2.64,222.80,150.52,10.18
"2017 WP13",60200,2.367,0.5786,3.06,180.70,199.99,223.23
"2017 WQ13",60200,1.684,0.3993,14.33,62.89,13.81,229.11
"2017 WR13",60200,2.588,0.7842,13.15,130.28,51.41,117.44
"2017 WS13",58080,2.164,0.5911,5.69,77.48,35.14,347.22
"2017 WT13",60200,1.669,0.4277,7.72,89.08,269.50,274.72
"2017 WU13",60200,1.761,0.3524,15.22,107.69,260.54,203.98
"2017 WV13",60200,1.288,0.6770,12.09,253.64,298.21,298.73
"2017 WW13",58080,2.489,0.5868,0.70,294.89,104.12,4.79
"2017 WX13",60200,1.279,0.2121,2.47,67.83,319.91,27.64
"2017 WY13",60200,2.266,0.6019,20.25,244.59,108.92,267.55
"2017 WZ13",60200,1.646,0.4665,8.75,237.10,237.13,250.60
"2017 WA14",60200,1.983,0.6197,2.47,240.15,111.89,43.25
"2017 WB14",58079,1.563,0.3346,20.22,56.95,327.23,16.22
"2017 WC14",60200,1.151,0.3042,14.18,61.38,84.45,200.70
"2017 WG14",58079,0.6888,0.5400,8.18,42.95,200.02,164.05
"2017 WH14",60200,2.331,0.6794,22.41,157.08,339.49,201.24
"2017 WJ14",60200,1.582,0.3236,16.27,242.07,139.33,347.98
"2017 WK14",60200,2.129,0.5759,6.23,215.15,148.20,324.96
"2017 WL14",60200,1.291,0.1758,10.29,75.23,346.05,343.48
"2017 WV14",58081,2.591,0.5991,0.78,246.46,214.82,352.04
"2017 WX14",60200,2.531,0.5954,26.81,321.52,206.71,149.84
"2017 WY14",60200,1.302,0.3098,27.69,41.27,135.67,242.59
"2017 WZ14",60200,0.965,0.1620,4.68,277.74,279.96,283.83
"2017 WA15",60200,0.9085,0.5098,19.08,335.00,266.96,153.49
"2017 WC15",60200,1.752,0.5087,36.01,31.30,243.07,227.19
"2017 WD15",60200,1.605,0.3801,5.22,49.97,42.33,292.16
"2017 WE15",58082,1.184,0.0980,27.10,59.74,359.01,0.16
"2017 WF15",58082,1.377,0.2553,16.97,63.01,17.42,349.05
"2017 WG15",60200,1.336,0.0891,29.33,60.70,331.19,292.29
"2017 WH15",60200,1.626,0.3827,23.76,65.06,317.32,303.65
"2017 WJ15",58088,1.803,0.3122,26.58,69.44,317.85,19.74
"2017 WK15",60200,1.472,0.3141,7.34,65.06,359.41,88.24
"2017 WL15",58081,1.225,0.4159,25.15,240.41,89.69,45.31
"2017 WM15",60200,2.47,0.5795,8.78,84.90,316.08,183.72
"2017 WN15",58083,2.492,0.7260,0.97,171.78,330.23,348.57
"2017 WO15",58082,2.066,0.5822,0.55,169.56,198.95,13.20
"2017 WP15",58082,1.754,0.4599,33.92,66.86,52.17,339.71
"2017 WQ15",58082,2.163,0.5006,2.98,128.23,270.76,7.40
"2017 WR15",58083,2.084,0.7180,23.07,65.83,265.51,16.27
"2017 WC16",60200,2.092,0.4761,30.16,301.50,29.53,17.40
"2017 WD16",60200,2.358,0.5594,5.04,248.42,129.25,232.68
"2017 WE16",60200,2.341,0.5261,3.85,61.86,56.97,204.98
"2017 WF16",60200,1.226,0.1991,5.21,64.10,25.57,79.12
"2017 WG16",60200,1.375,0.2177,13.33,54.61,338.39,229.38
"2017 WH16",58082,1.22,0.4332,18.77,65.52,96.10,310.35
"2017 WJ16",60200,0.823,0.2142,5.71,58.90,186.67,86.08
"2017 WK16",58083,1.413,0.7121,40.18,240.18,63.95,30.39
"2017 WL16",60200,1.469,0.2569,7.28,73.17,3.11,83.08
"2017 WM16",58080,1.588,0.3521,7.87,236.09,183.60,0.57
"2017 WN16",60200,1.273,0.5365,30.64,246.83,79.05,57.88
"2017 WO16",60200,0.9361,0.1919,8.96,242.09,300.31,46.98
"2017 WP16",58084,2.352,0.5665,2.24,65.18,347.72,2.72
"2017 WW27",60200,1.21,0.2185,29.88,60.49,73.94,74.91
"2017 WX27",58084,1.768,0.4299,26.39,241.80,134.14,17.75
"2017 WY27",60200,1.076,0.2469,5.20,243.00,90.61,129.95
"2017 WZ27",60200,1.262,0.1993,6.52,64.60,23.53,14.95
"2017 WA28",58083,2.653,0.7419,12.15,65.71,279.50,10.55
"2017 WB28",58084,1.886,0.5986,5.34,67.95,281.60,19.15
"2017 WC28",58084,1.96,0.5460,6.02,251.33,114.64,16.52
"2017 WD28",60200,0.9126,0.4222,11.46,64.15,127.43,151.02
"2017 WE28",60200,1.109,0.2669,6.72,61.16,279.05,40.27
"2017 WF28",58085,2.183,0.5345,6.01,245.85,202.61,353.90
"2017 WG28",60200,1.483,0.1327,16.78,242.50,123.09,114.34
"2017 WH28",58083,1.356,0.3756,18.85,248.01,247.00,326.91
"2017 WJ28",60200,1.558,0.3639,5.62,247.88,214.27,335.11
"2017 WK28",60200,2.332,0.5011,18.73,72.71,346.47,230.00
"2017 WL28",60200,2.521,0.6024,0.92,252.35,171.30,161.64
"2017 WN28",60200,1.723,0.4142,10.07,327.21,11.42,261.61
"2017 WO28",60200,1.852,0.4498,5.70,338.03,152.26,86.55
"2017 WP28",60200,1.176,0.8009,10.08,263.01,6.54,239.71
"2017 WR28",60200,1.477,0.2812,41.98,241.11,205.81,68.20
"2017 WS28",58085,1.251,0.1633,24.29,245.05,219.68,330.70
"2017 WT28",60200,0.9003,0.1311,5.77,243.01,35.95,59.33
"2017 WX28",58079,1.507,0.2924,26.26,60.42,248.39,80.31
"2017 WY28",58079,2.932,0.7306,39.05,243.22,75.91,19.55
"2017 WZ28",60200,1.924,0.4037,8.04,321.47,359.10,112.31
"2017 WC29",60200,2.307,0.5918,15.74,332.67,262.68,208.00
"2017 WE29",58085,2.407,0.5333,0.60,267.21,134.53,6.33
"2017 WF29",58084,0.9707,0.4083,4.62,245.35,53.84,80.04
"2017 WG29",58083,1.865,0.5861,0.95,30.12,320.38,19.04
"2017 WE30",58083,2.123,0.6728,1.02,65.20,73.95,345.82
"2017 WF30",58085,1.344,0.3172,0.92,288.29,195.65,328.65
"2017 XC",60200,2.375,0.6009,33.64,48.44,318.63,219.39
"2017 XD",60200,1.653,0.7813,38.38,148.08,96.72,224.60
"2017 XE",60200,1.512,0.3510,5.56,258.14,159.23,44.64
"2017 XF",58096,1.143,0.4852,13.50,266.08,277.74,307.13
"2017 XR",58095,0.9495,0.6979,1.40,219.66,355.98,298.15
"2017 XS",60200,0.793,0.3418,14.86,257.38,27.88,184.75
"2017 XA1",60200,0.8095,0.2017,17.18,239.64,327.65,190.96
"2017 XB1",60200,1.818,0.4071,12.07,94.53,20.49,108.11
"2017 XC1",60200,1.786,0.2989,41.09,72.04,329.36,156.05
"2017 XD1",60200,1.473,0.3406,7.52,253.71,135.23,102.44
"2017 XE1",58096,2.143,0.6992,0.41,241.30,108.94,15.40
"2017 XF1",58096,2.616,0.5240,4.21,258.19,189.66,355.37
"2017 XG1",60200,1.86,0.5175,4.90,251.95,246.50,78.03
"2017 XH1",60200,1.393,0.2139,16.69,78.70,337.43,194.54
"2017 XJ1",60200,1.4,0.3000,12.08,264.68,221.35,141.53
"2017 XK1",58096,1.983,0.5624,8.77,260.91,228.44,345.97
"2017 XL1",60200,2.514,0.5499,6.34,72.52,328.96,168.65
"2017 XM1",60200,1.066,0.1856,20.68,257.51,275.29,6.51
"2017 XZ1",60200,1.056,0.2215,10.29,76.70,111.56,23.39
"2017 XA2",60200,1.41,0.4875,26.46,95.96,199.84,248.66
"2017 XB2",60200,2.287,0.5019,45.10,336.95,212.93,211.13
"2017 XC2",60200,2.578,0.5801,20.68,21.04,3.31,149.96
"2017 XD2",58099,1.948,0.5617,9.67,265.86,222.77,346.90
"2017 XE2",60200,1.139,0.1216,18.12,258.20,163.60,277.41
"2017 XF2",60200,1.863,0.4830,1.69,34.36,355.18,110.06
"2017 XG2",60200,1.356,0.3412,5.97,275.85,242.49,184.30
"2017 XH2",58097,2.384,0.5629,32.86,77.50,18.39,356.32
"2017 XJ2",60200,1.972,0.4505,4.36,281.96,163.82,26.88
"2017 XK2",58097,1.596,0.4349,1.98,167.92,207.37,24.86
"2017 XL2",60200,1.994,0.6639,16.93,266.31,82.15,35.19
"2017 XM2",60200,1.336,0.3042,9.97,252.83,109.73,305.39
"2017 XN2",58098,2.879,0.6360,12.09,79.47,24.42,355.38
"2017 XO2",60200,1.133,0.3644,14.52,218.34,93.74,355.69
"2017 XQ2",60200,2.848,0.5826,18.97,237.19,201.92,73.64
"2017 XR2",60200,2.821,0.6302,9.39,80.39,2.19,77.92
"2017 XS2",60200,0.942,0.1590,2.33,233.58,56.49,241.92
"2017 XT2",60200,1.24,0.1565,12.20,249.62,151.37,87.41
"2017 XU2",60200,1.51,0.5766,7.82,340.03,5.87,67.69
"2017 XW2",58101,2.359,0.5598,5.47,84.63,350.88,2.18
"2017 XX2",58101,1.568,0.5798,6.86,70.38,101.39,330.95
"2017 XY2",60200,1.044,0.1709,12.13,261.76,264.05,75.14
"2017 XZ2",58101,1.911,0.4947,5.15,263.40,152.14,8.16
"2017 XJ60",58099,2.139,0.6738,10.81,134.95,29.35,342.85
"2017 XK60",60200,3.062,0.5994,23.07,86.73,301.89,35.73
"2017 XL60",60200,2.847,0.5621,9.82,268.40,161.62,75.98
"2017 XM60",58101,1.568,0.3699,33.39,258.41,112.76,31.43
"2017 XN60",60200,1.904,0.4815,4.78,70.12,354.91,72.71
"2017 XO60",60200,1.213,0.4256,20.05,87.92,245.64,178.64
"2017 XP60",58106,2.51,0.7928,3.58,66.20,282.82,12.85
"2017 XQ60",60200,0.998,0.2150,27.19,269.16,284.20,185.87
"2017 XR60",60200,1.825,0.4520,2.09,57.89,19.50,119.37
"2017 XS60",58100,1.705,0.5105,25.66,260.77,118.15,19.26
"2017 XT60",60200,2.016,0.5061,4.89,261.13,194.32,358.41
"2017 XU60",60200,1.615,0.3852,15.03,261.47,161.93,295.70
"2017 XV60",60200,1.577,0.3557,2.84,81.42,332.36,335.53
"2017 XW60",58102,2.617,0.6254,3.27,81.02,21.46,356.36
"2017 XG61",58099,2.455,0.7905,43.19,230.19,341.40,340.80
"2017 XJ61",60200,2.755,0.7060,19.72,3.38,205.07,78.72
"2017 XL61",58102,1.698,0.6411,3.71,45.98,297.93,23.46
"2017 XM61",58103,2.4,0.5867,7.50,81.70,318.76,9.49
"2017 XN61",60200,1.239,0.0795,5.43,90.17,88.18,332.17
"2017 XP61",60200,1.627,0.2901,33.83,87.90,344.45,280.42
"2017 XQ61",60200,1.638,0.4706,7.27,95.96,67.25,238.04
"2017 XR61",60200,1.274,0.3259,4.52,103.45,76.07,304.70
"2017 XS61",58102,1.581,0.3244,52.83,259.62,169.95,4.97
"2017 XT61",60200,1.744,0.5121,3.31,282.37,234.87,151.48
"2017 XU61",58102,1.879,0.5577,3.36,88.23,291.20,17.14
"2017 XV61",58103,1.511,0.3845,32.86,263.03,239.14,333.02
"2017 XW61",60200,2.165,0.5922,3.23,257.95,231.80,278.86
"2017 XX61",58103,2.038,0.6101,8.43,81.76,67.34,345.29
"2017 XY61",60200,1.165,0.4474,2.08,83.51,101.03,155.42
"2017 XZ61",58103,1.342,0.5325,14.37,82.06,267.68,35.00
"2017 XA62",58103,1.875,0.4600,1.35,268.70,149.52,8.14
"2017 XB62",60200,2.171,0.4986,22.02,104.95,242.56,321.90
"2017 XC62",60200,1.22,0.1635,7.49,298.11,196.88,67.57
"2017 XE62",58128,1.821,0.7872,25.83,73.79,229.66,47.19
"2017 XF62",60200,1.521,0.3403,5.44,254.02,203.98,16.40
"2017 XG62",60200,1.524,0.3811,42.15,274.57,91.02,55.95
"2017 XH62",60200,2.111,0.4482,7.48,97.74,63.46,294.00
"2017 XJ62",60200,2.691,0.6448,25.37,79.79,64.29,96.49
"2017 XL62",60200,2.196,0.4148,21.46,287.51,107.31,309.58
"2017 YD",60200,1.453,0.3002,1.60,249.70,199.08,96.27
"2017 YE",60200,1.375,0.2917,1.82,90.87,21.35,186.90
"2017 YH",60200,0.6344,0.4824,19.85,134.18,147.52,310.97
"2017 YW",60200,2.712,0.6192,4.00,262.29,182.79,103.27
"2017 YX",58108,2.709,0.5964,15.69,91.12,295.22,10.78
"2017 YY",58108,1.164,0.1508,17.47,88.27,319.33,29.21
"2017 YZ",58112,2.262,0.5186,3.95,121.64,325.97,0.05
"2017 YA1",58108,1.603,0.4772,1.41,181.70,193.34,26.22
"2017 YB1",60200,0.9647,0.2356,2.69,103.30,226.23,109.14
"2017 YC1",58112,1.295,0.2625,2.63,205.78,169.43,46.07
"2017 YD1",60200,1.076,0.0996,3.23,264.62,141.85,81.18
"2017 YE1",60200,1.631,0.3844,5.08,98.35,328.55,278.33
"2017 YF1",60200,1.399,0.2142,18.54,78.98,34.48,151.14
"2017 YG1",60200,1.18,0.3355,9.95,297.01,49.87,232.55
"2017 YH1",60200,1.808,0.5238,15.82,87.06,307.88,143.96
"2017 YJ1",60200,1.326,0.3713,6.07,85.48,296.79,302.84
"2017 YK1",58109,0.9367,0.2011,27.51,93.80,219.21,121.56
"2017 YL1",58108,1.129,0.4504,9.42,84.59,262.14,50.69
"2017 YM1",58111,1.718,0.4378,15.53,84.00,339.65,10.84
"2017 YN1",60200,1.37,0.3099,9.18,92.62,315.67,226.37
"2017 YO1",58110,1.943,0.5545,5.13,131.12,251.60,18.97
"2017 YP1",60200,1.135,0.1346,25.00,268.34,210.34,242.22
"2017 YQ1",58109,2.19,0.7095,12.09,98.23,77.63,345.27
"2017 YR1",60200,2.47,0.6223,17.89,274.20,140.58,176.28
"2017 YS1",60200,0.9899,0.0526,5.55,91.50,87.65,206.06
"2017 YT1",58111,1.948,0.6986,1.93,126.32,232.80,18.05
"2017 YU1",60200,1.566,0.3924,7.49,91.04,36.01,315.65
"2017 YA2",60200,2.485,0.6004,17.77,283.24,145.48,173.99
"2017 YB2",58112,1.608,0.3807,6.99,251.55,167.97,14.01
"2017 YC2",60200,1.033,0.0945,10.58,107.75,251.98,247.46
"2017 YD2",60200,0.845,0.3162,1.90,277.32,313.91,20.22
"2017 YN3",58129,2.573,0.5794,60.32,111.55,350.79,1.79
"2017 YO3",60200,0.7525,0.3488,8.65,267.95,19.55,63.26
"2017 YP3",60200,1.692,0.6091,14.38,239.28,313.19,186.59
"2017 YQ3",60200,1.736,0.4036,5.10,245.54,141.32,222.47
"2017 YR3",60200,1.539,0.3714,2.88,258.54,169.18,8.09
"2017 YS3",60200,2.853,0.6885,9.15,104.42,35.71,55.64
"2017 YT3",58112,2.237,0.5865,7.62,243.77,262.26,347.17
"2017 YU3",60200,0.9649,0.4436,7.05,98.47,134.41,280.72
"2017 YV3",60200,1.208,0.1749,11.25,93.14,48.20,76.53
"2017 YW3",60200,1.095,0.1132,2.20,273.71,136.96,30.60
"2017 YX3",60200,2.51,0.5738,10.36,102.01,357.72,153.65
"2017 YO4",60200,2.232,0.8332,7.39,189.54,26.88,230.33
"2017 YP4",60200,2.822,0.5719,29.34,101.20,13.99,63.95
"2017 YR4",60200,1.856,0.4566,3.01,96.62,340.03,98.84
"2017 YS4",58112,1.321,0.0586,11.87,96.15,54.27,300.93
"2017 YT4",60200,1.681,0.3870,8.58,131.08,261.10,249.89
"2017 YU4",58112,1.409,0.2892,11.35,273.36,153.87,15.23
"2017 YV4",58109,1.548,0.3916,6.19,272.93,222.88,341.34
"2017 YW4",60200,2.311,0.5548,9.02,276.65,192.79,221.87
"2017 YX4",60200,1.144,0.2492,8.17,279.43,256.87,184.09
"2017 YY4",58112,1.251,0.1858,24.17,277.49,145.91,21.69
"2017 YZ4",60200,1.47,0.4087,2.17,94.72,55.26,50.59
"2017 YE5",60200,2.821,0.7091,6.22,103.94,110.75,45.58
"2017 YF5",60200,1.644,0.4743,23.26,288.72,200.50,227.00
"2017 YH5",60200,1.69,0.4622,25.52,90.49,87.27,175.79
"2017 YJ5",58112,1.387,0.1157,20.97,88.43,348.74,18.60
"2017 YK5",60200,2.527,0.6430,0.93,45.80,2.67,161.31
"2017 YL5",58113,1.709,0.6754,4.27,103.89,88.50,336.45
"2017 YM5",58114,1.308,0.1912,25.07,95.69,5.72,356.70
"2017 YN5",58113,1.336,0.1469,26.25,100.71,11.17,352.11
"2017 YO5",60200,1.8,0.4586,5.83,91.80,344.69,138.15
"2017 YP5",60200,2.488,0.6039,1.53,355.63,127.60,156.74
"2017 YQ5",58113,0.9972,0.1684,16.98,91.84,142.56,236.10
"2017 YU5",58112,2.064,0.5323,1.12,75.16,76.82,344.62
"2017 YV5",58113,1.405,0.3929,7.26,159.40,221.73,38.60
"2017 YW5",60200,1.27,0.3119,6.77,186.54,357.42,300.38
"2017 YX5",58113,2.098,0.5350,6.02,248.34,249.68,347.55
"2017 YY5",60200,2.458,0.6276,8.49,92.96,324.66,181.82
"2017 YZ5",58116,1.243,0.1526,21.76,273.38,134.30,36.18
"2017 YA6",60200,1.888,0.4402,6.38,272.53,210.52,62.36
"2017 YB6",58114,1.616,0.4667,10.69,94.94,56.78,339.92
"2017 YC6",58114,2.778,0.7045,0.36,341.27,57.00,8.51
"2017 YL6",60200,1.313,0.3958,29.18,290.27,281.60,222.75
"2017 YM6",60200,0.955,0.1625,11.22,307.07,20.68,161.69
"2017 YN6",60200,1.945,0.7651,12.84,39.19,168.26,14.82
"2017 YO6",60200,1.156,0.1183,24.00,288.39,353.57,28.19
"2017 YP6",58115,1.521,0.3527,27.14,96.10,30.64,345.97
"2017 YQ6",60200,1.864,0.5373,6.30,277.02,127.76,102.01
"2017 YA7",60200,2.733,0.7136,19.08,187.60,172.23,108.80
"2017 YB7",58113,1.992,0.6232,12.22,141.66,234.54,21.74
"2017 YC7",60200,2.053,0.8433,19.09,148.99,187.06,3.49
"2017 YD7",58116,1.275,0.3739,4.30,93.20,81.75,320.89
"2017 YE7",58116,1.839,0.6731,4.33,279.03,268.13,340.91
